Date,PPG,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Retailer,Segment,Sub.Segment,Brand,Sub.Brand,Packsize,Product.Type,APN,Vol.Sales,Wtd.Selling.Dist,PPG_Retailer,WeekNum,Month,Quarter,Year,Month_Year
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 160,0.0,0.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 161,0.0,0.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 164,2.91258,99.9,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,99.0,Product.Type 3,APN 165,0.0,0.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 167,0.0,0.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,99.0,Product.Type 3,APN 168,0.0,0.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 173,2.02026,98.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 175,0.0,0.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 177,0.0,0.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,200.0,Product.Type 3,APN 178,1.057,77.8,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 179,0.0,0.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 182,0.0,0.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,99.0,Product.Type 3,APN 183,0.0,0.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 184,2.2121,99.8,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 20,0,1,1,0,0,0,Retailer 1,Sharepacks,,Brand 1,Sub.Brand 63,210.0,Product.Type 3,APN 581,0.0,0.0,Promo.Group 20__Retailer 1,31,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 160,0.0,0.0,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 161,0.0,0.0,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 164,1.40866,99.9,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,99.0,Product.Type 3,APN 165,0.0,0.0,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 167,0.0,0.0,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,99.0,Product.Type 3,APN 168,0.0,0.0,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 173,1.00408,97.9,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 175,0.0,0.0,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 177,0.0,0.0,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,200.0,Product.Type 3,APN 178,1.2596,77.5,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 179,0.0,0.0,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 182,0.0,0.0,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,99.0,Product.Type 3,APN 183,0.0,0.0,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 184,1.1418,99.7,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-12,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Sharepacks,,Brand 1,Sub.Brand 63,210.0,Product.Type 3,APN 581,0.0,0.0,Promo.Group 20__Retailer 1,32,8,3,2018,8__2018
2018-08-19,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 160,0.0,0.0,Promo.Group 20__Retailer 1,33,8,3,2018,8__2018
2018-08-19,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 161,0.0,0.0,Promo.Group 20__Retailer 1,33,8,3,2018,8__2018
2018-08-19,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 164,1.44342,99.9,Promo.Group 20__Retailer 1,33,8,3,2018,8__2018
2018-08-19,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,99.0,Product.Type 3,APN 165,0.0,0.0,Promo.Group 20__Retailer 1,33,8,3,2018,8__2018
2018-08-19,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,220.0,Product.Type 3,APN 167,0.0,0.0,Promo.Group 20__Retailer 1,33,8,3,2018,8__2018
2018-08-19,Promo.Group 20,0,0,0,0,0,0,Retailer 1,Candy Bags,,Brand 1,Sub.Brand 63,99.0,Product.Type 3,APN 168,0.0,0.0,Promo.Group 20__Retailer 1,33,8,3,2018,8__2018
