Date,PPG,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Retailer,Segment,Sub.Segment,Brand,Sub.Brand,Packsize,Product.Type,APN,Vol.Sales,Wtd.Selling.Dist,PPG_Retailer,WeekNum,Month,Quarter,Year,Month_Year
2018-08-05,Promo.Group 22,0,0,0,0,0,0,Retailer 0,Candy Bags,,Brand 1,Sub.Brand 63,520.0,Product.Type 3,APN 171,0.0,0.0,Promo.Group 22__Retailer 0,31,8,3,2018,8__2018
2018-08-12,Promo.Group 22,0,0,0,0,0,0,Retailer 0,Candy Bags,,Brand 1,Sub.Brand 63,520.0,Product.Type 3,APN 171,0.0,0.0,Promo.Group 22__Retailer 0,32,8,3,2018,8__2018
2018-08-19,Promo.Group 22,0,0,0,0,0,0,Retailer 0,Candy Bags,,Brand 1,Sub.Brand 63,520.0,Product.Type 3,APN 171,0.01404,2.6,Promo.Group 22__Retailer 0,33,8,3,2018,8__2018
2018-08-26,Promo.Group 22,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 1,Sub.Brand 63,520.0,Product.Type 3,APN 171,0.32552,26.8,Promo.Group 22__Retailer 0,34,8,3,2018,8__2018
2018-09-02,Promo.Group 22,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 1,Sub.Brand 63,520.0,Product.Type 3,APN 171,1.05352,49.0,Promo.Group 22__Retailer 0,35,9,3,2018,9__2018
2018-09-09,Promo.Group 22,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 1,Sub.Brand 63,520.0,Product.Type 3,APN 171,1.30416,76.0,Promo.Group 22__Retailer 0,36,9,3,2018,9__2018
2018-09-16,Promo.Group 22,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 1,Sub.Brand 63,520.0,Product.Type 3,APN 171,2.72376,94.0,Promo.Group 22__Retailer 0,37,9,3,2018,9__2018
2018-09-23,Promo.Group 22,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 1,Sub.Brand 63,520.0,Product.Type 3,APN 171,3.45592,95.9,Promo.Group 22__Retailer 0,38,9,3,2018,9__2018
2018-09-30,Promo.Group 22,0,1,0,0,0,0,Retailer 0,Candy Bags,,Brand 1,Sub.Brand 63,520.0,Product.Type 3,APN 171,2.69724,97.1,Promo.Group 22__Retailer 0,39,9,3,2018,9__2018
2018-10-07,Promo.Group 22,0,1,0,0,0,0,Retailer 0,Candy Bags,Candy Bags - Jelly,Brand 1,Sub.Brand 1,520.0,Product.Type 1,APN 171,3.43044,98.7,Promo.Group 22__Retailer 0,40,10,4,2018,10__2018
