Date,PPG,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Retailer,Segment,Sub.Segment,Brand,Sub.Brand,Packsize,Product.Type,APN,Vol.Sales,Wtd.Selling.Dist,PPG_Retailer,WeekNum,Month,Quarter,Year,Month_Year
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,200.0,Product.Type 3,APN 4,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,190.0,Product.Type 3,APN 5,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,220.0,Product.Type 3,APN 7,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,220.0,Product.Type 3,APN 9,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,210.0,Product.Type 3,APN 10,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,185.0,Product.Type 3,APN 41,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,300.0,Product.Type 3,APN 43,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,150.0,Product.Type 3,APN 139,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,200.0,Product.Type 3,APN 140,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,350.0,Product.Type 3,APN 141,4.1335,98.6,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,200.0,Product.Type 3,APN 142,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,240.0,Product.Type 3,APN 144,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,230.0,Product.Type 3,APN 145,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,180.0,Product.Type 3,APN 146,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
2018-08-05,Promo.Group 3,0,1,1,0,0,0,Retailer 1,Candy Bags,,Brand 4,Sub.Brand 63,240.0,Product.Type 3,APN 147,0.0,0.0,Promo.Group 3__Retailer 1,31,8,3,2018,8__2018
